id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,7,360.231973505,2136.2712124,1758.61050872,569.0,71.6958740401,15.3236241685,1115.0,189.855070619,41.1039009147,589.0,98.4669796671,21.0412649665,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,12,360.383883063,944.236378181,1035.5792639,573.0,67.7427030255,13.3855815502,1344.0,226.725988445,48.9910802586,391.0,65.7659028171,13.8299032532,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,14,360.150596687,1055.20558751,1202.50617072,565.0,70.6904096328,15.1316048643,1210.0,203.338662277,43.6663538607,477.0,85.9932899425,19.5122107544,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,12,360.04268967,1965.09540464,497.481552138,566.0,65.3047042641,12.0127823937,1273.0,212.725397525,44.6811568679,487.0,82.0691876626,17.2451274409,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,8,360.369860407,340.816135389,829.783026451,576.0,71.0286589954,14.5388802703,1242.0,215.13620529,46.7557849426,439.0,73.9141491841,15.2243725267,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,5,360.083753527,810.692480654,2240.11682886,566.0,70.8502458841,15.4617181517,1465.0,248.611096151,53.1159146879,253.0,40.7244954791,8.54657008364,0.0,0.0,0.0,0.0,0.0,0.0
6,0.15,7,360.194768636,340.663512402,418.188833931,575.0,70.8053156009,13.7363554767,1256.0,212.474351765,45.0460731059,423.0,69.3649015712,14.5243092656,32.0,3.2,0.32,227.0,4.41694145763,0.118911832204
7,0.15,13,360.07645307,1283.8001996,195.074500188,556.0,72.7138705554,15.7455093979,1248.0,212.490084515,45.8646851197,393.0,66.9687812774,14.3472852868,25.0,2.5,0.25,221.0,5.41246110157,0.157847070025
8,0.15,10,360.333700364,1471.19076762,147.145161886,565.0,70.911352024,14.4118334067,1233.0,210.151425055,45.1515681716,415.0,69.6536739352,14.8361967186,41.0,4.1,0.41,214.0,5.25096133076,0.155810774091
9,0.0,8,360.189184432,896.352717455,473.304292245,566.0,71.2166912988,15.1124149833,1212.0,202.7772279,42.7751654766,498.0,86.2305782939,19.1336821004,0.0,0.0,0.0,0.0,0.0,0.0
10,0.15,8,360.030392024,1381.42467579,515.748922366,580.0,67.9762562141,13.0204965439,1262.0,210.513257532,44.59315179,440.0,74.0167143802,15.8724056347,27.0,2.7,0.27,212.0,4.85496199878,0.140450209924
11,0.15,9,360.495385567,404.930701647,1020.47567528,570.0,68.5026803519,13.7093389667,1215.0,208.327418432,44.8548691199,437.0,74.4519509601,16.2014368768,41.0,4.1,0.41,227.0,4.72011648782,0.127414773873
12,0.15,6,360.199692701,1294.48113829,1883.89652118,566.0,71.6519037417,14.9568466129,1224.0,208.311147266,44.7002681577,433.0,73.7139002231,15.7336615021,28.0,2.8,0.28,183.0,3.53111806341,0.08745174427
13,0.15,10,360.159360187,952.155184251,669.55822571,560.0,73.3904715331,16.3858195102,1267.0,212.106884473,45.7393384593,387.0,65.5809935537,14.1600497237,34.0,3.4,0.34,246.0,5.52358527298,0.155153387889
14,0.15,4,360.167981467,190.760107897,928.918762092,585.0,67.4882640867,12.4022628312,1342.0,227.774483576,48.8188003,330.0,56.9974111779,12.3441814166,27.0,2.7,0.27,232.0,5.06039868926,0.14916773932
15,0.15,6,360.378728675,1581.29316944,1147.36376596,567.0,70.6457697196,15.1255871482,1221.0,203.584936617,43.3710101657,455.0,78.49197066,17.0780250147,27.0,2.7,0.27,201.0,4.57803492419,0.130765474337
16,0.0,17,360.430528376,1107.46305483,1854.86524929,568.0,70.1232236105,13.7706288604,1265.0,211.375343182,44.4936487505,443.0,78.5980251962,17.3942746051,0.0,0.0,0.0,0.0,0.0,0.0
17,0.15,4,360.009232965,1949.62523294,2123.02592172,555.0,66.8441479792,13.0125116149,1162.0,199.467685411,43.2227006016,503.0,86.3732114559,18.6241975519,25.0,2.5,0.25,208.0,5.04040555709,0.150018533596
