id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.15,12,360.166147704,776.970819692,1359.38561943,570.0,69.0340498253,14.4817049588,1213.0,205.01997732,43.6324503281,470.0,78.0989151781,16.4373506487,38.0,3.8,0.38,203.0,4.10454801203,0.107008874296
1,0.15,7,359.981432268,1499.75892076,283.868901595,559.0,72.7614514017,16.1219552329,1093.0,186.118768071,39.8815602927,585.0,94.8905333716,19.7924156144,27.0,2.7,0.27,180.0,3.64016420971,0.0943305903814
2,0.15,6,359.988445273,488.142264359,2137.76786448,573.0,69.9913651808,13.4966016442,1222.0,208.619033933,45.6025239228,446.0,74.0796485308,15.8377977231,27.0,2.7,0.27,196.0,4.8095118374,0.146171295761
3,0.15,3,359.917661202,471.785963342,2003.32153615,578.0,70.6895638705,14.5374369112,1216.0,208.236029564,45.2610307006,445.0,73.7769294554,15.7399193419,32.0,3.2,0.32,195.0,4.18622823577,0.109842511994
4,0.0,9,360.390831995,1475.92415755,1960.8013379,566.0,69.6436478333,13.9932228063,1217.0,208.274977308,44.6372333245,480.0,82.0881505343,18.1464304851,0.0,0.0,0.0,0.0,0.0,0.0
5,0.15,10,360.595228925,1603.65468531,1265.16664834,557.0,68.2792532856,13.9488591834,1303.0,219.141302852,46.8502096987,391.0,63.1310475647,12.9568956589,36.0,3.6,0.36,253.0,5.91054218809,0.173800061015
6,0.15,9,359.931980882,1713.61802128,864.492643365,557.0,69.3668392082,14.2442360123,1075.0,181.654383838,39.5790607205,606.0,102.679919155,21.9445570537,25.0,2.5,0.25,190.0,3.82836826876,0.0989245511311
7,0.15,9,359.850002808,1102.77295344,585.790574215,562.0,72.0003169423,14.4207561236,925.0,157.48562642,33.9150227886,745.0,124.578288734,26.0778528791,24.0,2.4,0.24,169.0,3.6030632457,0.0957607681585
8,0.15,9,359.966501579,390.495758469,1051.88145366,575.0,70.837440299,14.8001913373,1027.0,175.184357992,38.4747740681,631.0,106.959163168,22.7964580804,31.0,3.1,0.31,176.0,4.01304774213,0.109498585653
9,0.15,14,360.545733019,1892.30802767,2104.91880616,558.0,69.6235421713,14.6780544544,1464.0,245.878984463,52.5742879852,218.0,36.3099644569,7.6902291699,41.0,4.1,0.41,228.0,4.16402350095,0.113371864169
